order_id;created_at;customer_id;recommends;product_id;items_purchased;price_usd
89;2021-04-04 17:30:04;869;0;1;1;29,95
90;2021-04-04 17:38:37;140;0;1;2;29,95
91;2021-04-04 18:04:53;117;0;1;1;54,95
92;2021-04-04 18:18:11;662;0;1;1;29,95
93;2021-04-04 19:44:15;1290;1;1;1;29,95
94;2021-04-04 20:02:21;1251;0;1;1;29,95
95;2021-04-04 20:58:23;1395;0;1;1;29,95
96;2021-04-05 02:29:31;1243;0;1;1;54,95
97;2021-04-05 06:40:05;1522;0;1;1;54,95
98;2021-04-05 08:40:26;93;1;1;1;54,95
99;2021-04-05 10:59:25;1615;0;1;1;29,95
100;2021-04-05 11:36:54;1364;1;1;2;29,95
101;2021-04-05 11:52:50;685;1;1;2;29,95
102;2021-04-05 12:46:19;483;1;1;1;29,95
103;2021-04-05 13:03:53;657;1;1;1;29,95
104;2021-04-05 13:41:45;484;1;1;1;29,95
105;2021-04-05 14:00:14;1103;1;1;1;29,95
106;2021-04-05 14:17:27;1684;1;1;1;54,95
107;2021-04-05 14:29:02;1143;1;1;1;54,95
108;2021-04-05 14:38:01;1893;0;1;2;29,95
109;2021-04-05 14:51:08;584;0;1;1;29,95
110;2021-04-05 15:44:57;273;0;1;2;29,95
111;2021-04-05 15:55:10;1056;1;1;1;29,95
112;2021-04-05 17:19:38;1523;0;1;2;54,95
113;2021-04-05 17:28:08;952;1;1;1;29,95
114;2021-04-05 20:40:03;1472;1;1;1;54,95
115;2021-04-05 21:11:35;578;0;1;1;29,95
116;2021-04-05 22:31:07;27;0;1;1;29,95
117;2021-04-06 06:40:28;182;1;1;1;29,95
118;2021-04-06 07:21:08;48;1;1;2;29,95
119;2021-04-06 11:20:40;1756;0;1;1;54,95
120;2021-04-06 13:17:24;29;1;1;2;54,95
121;2021-04-06 14:25:02;472;1;1;1;54,95
122;2021-04-06 15:26:41;663;1;1;1;54,95
123;2021-04-06 16:37:31;102;0;1;1;29,95
124;2021-04-06 18:14:13;1859;1;1;2;29,95
125;2021-04-06 19:17:38;1516;0;1;1;54,95
126;2021-04-06 20:12:03;1971;1;1;2;29,95
127;2021-04-07 06:36:07;1336;1;1;1;29,95
128;2021-04-07 07:02:36;1413;1;1;1;29,95
129;2021-04-07 10:59:51;998;1;1;1;29,95
130;2021-04-07 11:29:31;1172;1;1;1;54,95
131;2021-04-07 12:46:21;695;0;1;1;29,95
132;2021-04-07 13:34:31;1778;1;1;1;29,95
133;2021-04-07 13:58:36;1153;1;1;1;54,95
134;2021-04-07 15:07:31;356;1;1;1;54,95
135;2021-04-07 15:55:28;1330;0;1;1;29,95
136;2021-04-07 17:04:12;1388;0;1;1;29,95
137;2021-04-07 18:48:54;1516;0;1;2;29,95
138;2021-04-07 21:57:24;24;0;1;1;29,95
139;2021-04-08 02:58:20;998;0;1;1;29,95
140;2021-04-08 06:26:35;1839;0;1;1;29,95
141;2021-04-08 07:04:11;934;1;1;1;54,95
142;2021-04-08 08:34:11;1895;0;1;1;29,95
143;2021-04-08 09:19:58;1479;1;1;1;54,95
144;2021-04-08 09:30:03;155;0;1;1;54,95
145;2021-04-08 10:19:04;478;1;1;1;29,95
146;2021-04-08 10:20:20;1599;0;1;1;29,95
147;2021-04-08 11:06:45;695;1;1;1;29,95
148;2021-04-08 11:15:49;852;0;1;1;29,95
149;2021-04-08 14:58:15;1147;0;1;2;54,95
150;2021-04-08 15:17:58;1297;0;1;2;29,95
151;2021-04-08 15:25:24;432;0;1;1;29,95
152;2021-04-08 16:24:44;1389;0;1;2;29,95
153;2021-04-08 17:56:39;1645;1;1;1;54,95
154;2021-04-08 22:15:21;1654;0;1;1;29,95
155;2021-04-08 22:19:24;884;1;1;1;29,95
156;2021-04-08 22:38:00;1510;1;1;1;29,95
157;2021-04-09 00:07:35;251;1;1;1;29,95
158;2021-04-09 00:10:18;1635;0;1;1;29,95
159;2021-04-09 01:05:36;1621;0;1;1;54,95
160;2021-04-09 02:23:19;1003;0;1;1;29,95
161;2021-04-09 09:20:04;1976;0;1;1;29,95
162;2021-04-09 09:26:32;1622;1;1;1;54,95
163;2021-04-09 09:43:48;1705;1;1;1;54,95
164;2021-04-09 11:53:01;817;0;1;2;29,95
165;2021-04-09 12:15:01;436;0;1;1;29,95
166;2021-04-09 13:54:30;226;1;1;2;29,95
167;2021-04-09 16:11:32;1558;0;1;1;29,95
168;2021-04-09 16:25:48;824;1;1;2;54,95
169;2021-04-09 16:37:54;1179;1;1;2;29,95
170;2021-04-09 16:58:12;1441;0;1;2;29,95
171;2021-04-09 17:11:12;1375;1;1;1;54,95
172;2021-04-09 19:50:27;1284;0;1;2;29,95
173;2021-04-09 21:01:41;1236;1;1;1;29,95
174;2021-04-09 21:10:55;1091;1;1;1;29,95
175;2021-04-09 21:28:47;417;1;1;1;29,95
176;2021-04-09 22:39:57;482;0;1;1;29,95
177;2021-04-09 23:05:09;889;1;1;1;54,95
178;2021-04-09 23:11:44;128;1;1;1;54,95
179;2021-04-10 04:20:12;1415;1;1;1;29,95
180;2021-04-10 07:16:05;1259;1;1;1;29,95
181;2021-04-10 08:21:54;1694;0;1;1;29,95
182;2021-04-10 08:59:05;821;0;1;1;29,95
183;2021-04-10 11:26:12;914;0;1;1;29,95
184;2021-04-10 11:29:16;1203;1;1;2;54,95
185;2021-04-10 11:55:06;394;1;1;1;29,95
186;2021-04-10 12:19:17;1100;1;1;2;29,95
187;2021-04-10 15:43:01;515;0;1;1;29,95
188;2021-04-10 16:26:12;782;1;1;2;29,95
189;2021-04-10 18:02:19;1716;1;1;1;54,95
190;2021-04-10 18:21:43;83;1;1;1;29,95
191;2021-04-10 19:19:37;1909;0;1;1;29,95
192;2021-04-10 20:19:14;1057;0;1;1;29,95
193;2021-04-10 20:23:29;1499;1;1;1;54,95
194;2021-04-10 22:43:46;652;1;1;1;54,95
195;2021-04-10 22:50:14;1474;0;1;1;29,95
196;2021-04-10 22:53:16;1832;0;1;2;54,95
197;2021-04-10 23:07:10;1650;1;1;1;54,95
198;2021-04-10 23:57:26;872;0;1;1;29,95
199;2021-04-11 03:38:39;1555;0;1;1;29,95
200;2021-04-11 06:27:11;597;0;1;1;54,95
201;2021-04-11 07:36:39;629;1;1;1;54,95
202;2021-04-11 08:10:45;1544;1;1;1;29,95
203;2021-04-11 09:39:44;348;1;1;1;29,95
204;2021-04-11 10:33:58;228;0;1;1;54,95
205;2021-04-11 11:43:18;132;0;1;2;29,95
206;2021-04-11 11:49:14;171;0;1;2;54,95
207;2021-04-11 12:54:36;1377;0;1;1;29,95
208;2021-04-11 13:21:42;52;1;1;1;54,95
209;2021-04-11 13:57:31;456;1;1;1;29,95
210;2021-04-11 15:20:27;1875;0;1;2;29,95
211;2021-04-11 15:20:45;815;1;1;1;29,95
212;2021-04-11 18:51:37;464;1;1;1;29,95
213;2021-04-11 21:48:28;1553;0;1;2;54,95
214;2021-04-12 00:37:15;383;0;1;1;29,95
215;2021-04-12 02:04:15;1450;1;1;1;29,95
216;2021-04-12 06:39:26;754;1;1;2;29,95
217;2021-04-12 06:49:11;522;0;1;2;54,95
218;2021-04-12 09:09:33;367;0;1;2;29,95
219;2021-04-12 09:42:11;414;0;1;1;29,95
220;2021-04-12 09:51:43;1170;1;1;1;29,95
221;2021-04-12 11:36:30;1069;1;1;1;29,95
222;2021-04-12 12:42:49;365;1;1;1;29,95
223;2021-04-12 13:37:37;1104;1;1;1;29,95
224;2021-04-12 13:46:23;1183;0;1;1;29,95
225;2021-04-12 14:03:28;1275;1;1;2;29,95
226;2021-04-12 14:25:48;326;1;1;1;29,95
227;2021-04-12 14:26:25;715;1;1;2;54,95
228;2021-04-12 14:39:34;594;1;1;2;54,95
229;2021-04-12 14:50:45;178;0;1;1;29,95
230;2021-04-12 14:53:23;13;0;1;1;29,95
231;2021-04-12 15:03:31;723;0;1;2;29,95
232;2021-04-12 15:58:51;1056;1;1;1;29,95
233;2021-04-12 16:34:26;1366;1;1;1;54,95
234;2021-04-12 18:17:53;364;0;1;1;54,95
235;2021-04-12 19:12:37;1571;1;1;1;54,95
236;2021-04-12 20:01:37;575;0;1;1;54,95
237;2021-04-12 20:42:05;159;1;1;1;29,95
238;2021-04-13 04:08:11;573;1;1;1;29,95
239;2021-04-13 09:03:43;729;0;1;2;29,95
240;2021-04-13 10:17:10;225;0;1;1;29,95
241;2021-04-13 11:10:05;1124;1;1;1;54,95
242;2021-04-13 12:46:13;1865;0;1;1;29,95
243;2021-04-13 12:51:00;127;0;1;1;29,95
244;2021-04-13 13:50:56;1136;0;1;1;29,95
245;2021-04-13 16:51:15;976;0;1;2;29,95
246;2021-04-13 17:11:41;183;1;1;1;54,95
247;2021-04-13 20:46:18;1021;0;1;1;54,95
248;2021-04-14 05:14:03;983;1;1;1;29,95
249;2021-04-14 08:41:19;494;1;1;1;54,95
250;2021-04-14 15:16:00;153;0;1;1;29,95
251;2021-04-14 19:22:55;886;1;1;1;54,95
252;2021-04-14 20:21:21;1;0;1;1;29,95
253;2021-04-14 21:56:51;1427;0;1;1;54,95
254;2021-04-15 01:28:46;156;1;1;1;54,95
255;2021-04-15 02:13:10;1469;0;1;1;29,95
256;2021-04-15 04:24:20;218;1;1;1;54,95
257;2021-04-15 05:13:09;1156;1;1;2;29,95
258;2021-04-15 06:19:03;1497;1;1;1;29,95
259;2021-04-15 06:26:01;950;1;1;1;29,95
260;2021-04-15 07:20:30;105;1;1;1;29,95
261;2021-04-15 11:03:45;1668;1;1;1;54,95
262;2021-04-15 11:11:50;1638;1;1;1;54,95
263;2021-04-15 11:52:17;205;0;1;1;54,95
264;2021-04-15 12:06:27;1114;0;1;2;29,95
265;2021-04-15 12:34:15;1664;0;1;1;54,95
266;2021-04-15 13:45:49;1863;1;1;2;29,95
267;2021-04-15 15:26:20;204;1;1;1;29,95
268;2021-04-15 15:45:57;1928;1;1;1;29,95
269;2021-04-15 18:38:10;1270;0;1;1;29,95
270;2021-04-15 19:42:38;730;0;1;1;29,95
271;2021-04-15 20:06:57;1086;0;1;2;29,95
272;2021-04-15 21:39:19;922;1;1;2;29,95
273;2021-04-15 21:40:58;105;1;1;1;29,95
274;2021-04-15 22:56:37;271;0;1;1;29,95
275;2021-04-16 04:47:05;1681;1;1;1;54,95
276;2021-04-16 05:11:52;430;0;1;1;29,95
277;2021-04-16 05:31:03;521;0;1;2;29,95
278;2021-04-16 05:33:11;1754;0;1;1;29,95
279;2021-04-16 06:27:17;1422;1;1;1;29,95
280;2021-04-16 09:30:01;1489;0;1;1;54,95
281;2021-04-16 10:06:10;1407;0;1;1;29,95
282;2021-04-16 10:51:53;458;0;1;2;29,95
283;2021-04-16 10:52:11;1661;0;1;2;29,95
284;2021-04-16 11:00:43;383;0;1;1;29,95
285;2021-04-16 11:03:47;550;0;1;1;54,95
286;2021-04-16 11:26:29;1778;0;1;1;29,95
287;2021-04-16 12:19:11;1669;1;1;1;54,95
288;2021-04-16 12:25:40;1065;0;1;1;54,95
289;2021-04-16 13:19:52;1739;0;1;1;54,95
290;2021-04-16 13:55:49;1768;0;1;1;29,95
291;2021-04-16 15:24:13;867;0;1;1;29,95
292;2021-04-16 16:14:10;1956;1;1;2;29,95
293;2021-04-16 16:36:26;247;0;1;1;29,95
294;2021-04-16 17:35:44;1577;0;1;2;29,95
295;2021-04-16 17:41:24;706;0;1;2;29,95
296;2021-04-16 18:29:37;83;0;1;1;29,95
297;2021-04-16 19:03:49;1429;1;1;2;29,95
298;2021-04-17 03:03:33;1454;0;1;1;29,95
299;2021-04-17 05:04:23;676;1;1;1;29,95
300;2021-04-17 06:44:58;232;0;1;1;54,95
301;2021-04-17 07:38:11;1898;1;1;2;54,95
302;2021-04-17 09:07:33;196;1;1;2;29,95
303;2021-04-17 09:32:23;1959;1;1;2;29,95
304;2021-04-17 09:35:26;261;1;1;2;54,95
305;2021-04-17 10:04:17;439;0;1;2;29,95
306;2021-04-17 10:21:24;1590;1;1;1;54,95
307;2021-04-17 11:35:00;342;1;1;2;29,95
308;2021-04-17 12:23:31;799;0;1;1;29,95
309;2021-04-17 13:07:38;59;0;1;2;29,95
310;2021-04-17 15:55:47;1205;1;1;1;29,95
311;2021-04-17 17:15:42;1739;0;1;1;29,95
312;2021-04-17 17:48:17;1321;0;1;1;54,95
313;2021-04-17 18:39:39;1302;0;1;2;54,95
314;2021-04-17 18:44:54;1096;0;1;1;29,95
315;2021-04-17 19:22:24;506;1;1;1;29,95
316;2021-04-17 19:24:58;1724;1;1;1;29,95
317;2021-04-17 19:56:22;16;0;1;2;29,95
318;2021-04-17 20:05:30;1808;0;1;2;54,95
319;2021-04-17 20:13:42;1329;1;1;2;54,95
320;2021-04-17 21:25:43;498;1;1;1;29,95
321;2021-04-17 23:20:07;1669;1;1;1;29,95
322;2021-04-17 23:52:26;857;0;1;1;29,95
323;2021-04-18 08:27:40;978;1;1;1;54,95
324;2021-04-18 09:45:04;43;0;1;2;29,95
325;2021-04-18 10:21:49;583;1;1;1;29,95
326;2021-04-18 10:51:43;477;1;1;2;54,95
327;2021-04-18 12:02:07;1443;1;1;1;54,95
328;2021-04-18 12:04:01;340;1;1;1;29,95
329;2021-04-18 12:10:17;259;1;1;2;29,95
330;2021-04-18 12:36:24;220;0;1;2;29,95
331;2021-04-18 12:50:32;833;0;1;1;29,95
332;2021-04-18 13:18:11;1064;0;1;2;29,95
333;2021-04-18 13:23:58;1331;0;1;1;29,95
334;2021-04-18 13:35:59;1072;1;1;1;54,95
335;2021-04-18 14:39:48;137;0;1;1;29,95
336;2021-04-18 15:13:11;471;1;1;2;29,95
337;2021-04-18 15:33:39;1426;0;1;2;29,95
338;2021-04-18 16:32:07;1720;0;1;1;29,95
339;2021-04-18 16:36:33;238;0;1;1;29,95
340;2021-04-18 16:53:45;1513;1;1;1;54,95
341;2021-04-18 19:06:09;1426;0;1;2;29,95
342;2021-04-18 20:13:09;304;1;1;1;54,95
343;2021-04-18 20:53:45;646;1;1;1;54,95
344;2021-04-18 22:12:12;941;0;1;1;54,95
345;2021-04-18 22:24:46;93;0;1;2;29,95
346;2021-04-18 23:59:36;1301;0;1;1;29,95
347;2021-04-19 00:26:06;1173;0;1;2;29,95
348;2021-04-19 02:23:14;1367;1;1;1;29,95
349;2021-04-19 02:58:45;1903;1;1;1;54,95
350;2021-04-19 04:16:01;184;0;1;1;54,95
351;2021-04-19 07:28:42;1892;1;1;2;29,95
352;2021-04-19 08:23:52;1353;1;1;1;29,95
353;2021-04-19 08:26:50;398;1;1;1;29,95
354;2021-04-19 10:04:16;1140;0;1;1;29,95
355;2021-04-19 12:02:36;7;0;1;2;29,95
356;2021-04-19 12:37:48;853;1;1;1;54,95
357;2021-04-19 13:47:16;833;0;1;2;29,95
358;2021-04-19 14:22:35;1175;1;1;1;29,95
359;2021-04-19 14:36:11;641;1;1;1;54,95
360;2021-04-19 15:08:39;380;0;1;1;29,95
361;2021-04-19 15:36:52;518;1;1;1;29,95
362;2021-04-19 15:42:18;368;1;1;1;29,95
363;2021-04-19 15:44:06;1783;1;1;2;29,95
364;2021-04-19 15:50:47;1306;1;1;1;54,95
365;2021-04-19 15:51:58;373;0;1;1;29,95
366;2021-04-19 16:16:39;770;1;1;1;29,95
367;2021-04-19 16:30:56;848;0;1;1;29,95
368;2021-04-20 01:48:12;1860;0;1;2;54,95
369;2021-04-20 06:20:52;1664;0;1;2;29,95
370;2021-04-20 09:59:33;571;1;1;1;29,95
371;2021-04-20 10:08:44;1730;0;1;1;29,95
372;2021-04-20 11:17:07;984;1;1;2;29,95
373;2021-04-20 13:14:35;1464;0;1;2;54,95
374;2021-04-20 13:34:55;135;1;1;1;29,95
375;2021-04-20 14:37:57;1639;1;1;1;54,95
376;2021-04-20 15:15:25;1690;1;1;1;29,95
377;2021-04-20 18:08:22;1321;0;1;1;29,95
378;2021-04-20 21:40:13;596;1;1;1;29,95
379;2021-04-20 22:44:52;1844;0;1;1;29,95
380;2021-04-21 03:42:06;1939;1;1;1;54,95
381;2021-04-21 09:16:32;1797;0;1;1;29,95
382;2021-04-21 15:45:57;704;1;1;2;29,95
383;2021-04-21 19:05:10;1725;0;1;2;29,95
384;2021-04-21 22:02:18;1814;1;1;1;54,95
385;2021-04-22 05:00:05;786;1;1;1;54,95
386;2021-04-22 07:30:34;553;0;1;1;54,95
387;2021-04-22 09:21:17;460;0;1;2;29,95
388;2021-04-22 10:22:38;939;0;1;1;54,95
389;2021-04-22 10:37:35;920;0;1;2;29,95
390;2021-04-22 11:34:32;1939;0;1;2;29,95
391;2021-04-22 12:01:06;345;1;1;1;29,95
392;2021-04-22 12:58:27;1717;1;1;1;29,95
393;2021-04-22 13:29:54;682;1;1;1;29,95
394;2021-04-22 14:08:41;1644;1;1;2;54,95
395;2021-04-22 14:42:21;1981;0;1;2;29,95
396;2021-04-22 14:51:33;1628;1;1;1;29,95
397;2021-04-22 17:01:17;308;0;1;1;54,95
398;2021-04-22 17:54:51;298;0;1;1;29,95
399;2021-04-22 18:10:07;369;1;1;2;29,95
400;2021-04-22 18:57:26;809;0;1;2;54,95
401;2021-04-23 08:31:29;1456;1;1;1;29,95
402;2021-04-23 09:42:08;689;0;1;1;29,95
403;2021-04-23 10:21:28;1844;0;1;1;29,95
404;2021-04-23 11:27:04;428;0;1;1;29,95
405;2021-04-23 11:29:52;1697;0;1;2;29,95
406;2021-04-23 12:40:15;169;1;1;1;29,95
407;2021-04-23 13:00:34;1890;1;1;1;54,95
408;2021-04-23 14:42:51;706;1;1;1;54,95
409;2021-04-23 15:24:02;1124;1;1;1;29,95
410;2021-04-23 15:44:54;672;1;1;1;29,95
411;2021-04-23 17:18:35;127;0;1;1;29,95
412;2021-04-23 17:30:29;3;1;1;2;29,95
413;2021-04-23 19:20:32;1513;0;1;1;29,95
414;2021-04-23 22:59:00;1256;1;1;1;29,95
415;2021-04-24 00:38:23;863;0;1;1;54,95
416;2021-04-24 01:10:40;164;0;1;1;54,95
417;2021-04-24 05:09:41;777;0;1;1;54,95
418;2021-04-24 06:11:27;1053;1;1;1;29,95
419;2021-04-24 06:28:26;425;1;1;2;29,95
420;2021-04-24 08:24:25;1140;0;1;1;29,95
421;2021-04-24 09:07:06;424;0;1;2;29,95
422;2021-04-24 09:34:40;333;0;1;1;54,95
423;2021-04-24 10:08:45;1442;0;1;1;29,95
424;2021-04-24 10:22:33;90;1;1;1;29,95
425;2021-04-24 10:22:45;443;0;1;2;29,95
426;2021-04-24 11:13:27;1294;0;1;1;54,95
427;2021-04-24 11:37:17;27;0;1;1;54,95
428;2021-04-24 11:57:11;301;0;1;2;29,95
429;2021-04-24 12:54:29;258;0;1;1;29,95
430;2021-04-24 13:57:05;1884;1;1;1;29,95
431;2021-04-24 14:51:45;859;1;1;1;54,95
432;2021-04-24 15:02:41;117;1;1;1;29,95
433;2021-04-24 15:08:58;116;0;1;1;29,95
434;2021-04-24 17:20:36;1371;0;1;1;29,95
435;2021-04-24 19:59:35;1009;0;1;2;29,95
436;2021-04-24 20:46:50;93;0;1;2;29,95
437;2021-04-24 20:51:40;1262;0;1;1;54,95
438;2021-04-24 21:31:18;489;1;1;1;54,95
439;2021-04-25 11:00:30;529;1;1;1;29,95
440;2021-04-25 12:45:29;695;0;1;2;29,95
441;2021-04-25 13:16:08;769;1;1;1;54,95
442;2021-04-25 14:15:35;1982;1;1;2;54,95
443;2021-04-25 14:39:25;338;1;1;2;54,95
444;2021-04-25 15:55:59;1348;0;1;1;54,95
445;2021-04-25 16:32:12;970;0;1;2;29,95
446;2021-04-25 17:51:01;312;0;1;1;29,95
447;2021-04-25 18:44:38;1376;1;1;2;54,95
448;2021-04-25 19:36:45;1694;1;1;2;54,95
449;2021-04-25 19:48:14;1787;0;1;2;29,95
450;2021-04-25 22:13:48;1124;1;1;2;54,95
451;2021-04-25 22:50:13;424;1;1;1;54,95
452;2021-04-25 23:01:15;1900;1;1;2;54,95
453;2021-04-25 23:52:42;1138;0;1;2;29,95
454;2021-04-26 00:17:39;1936;0;1;1;54,95
455;2021-04-26 06:06:21;441;1;1;1;29,95
456;2021-04-26 06:22:37;220;1;1;1;54,95
457;2021-04-26 08:20:15;689;1;1;1;54,95
458;2021-04-26 08:23:18;561;1;1;1;54,95
459;2021-04-26 09:23:28;1077;0;1;1;29,95
460;2021-04-26 10:03:33;1070;1;1;1;29,95
461;2021-04-26 10:53:41;1749;1;1;2;29,95
462;2021-04-26 10:57:37;1682;1;1;1;54,95
463;2021-04-26 11:28:48;1411;0;1;2;54,95
464;2021-04-26 12:07:44;11;0;1;1;29,95
465;2021-04-26 12:18:22;1584;0;1;1;29,95
466;2021-04-26 12:29:55;1015;1;1;1;54,95
467;2021-04-26 12:50:30;1121;0;1;2;29,95
468;2021-04-26 13:09:42;1717;1;1;2;29,95
469;2021-04-26 13:38:27;107;1;1;1;54,95
470;2021-04-26 14:37:47;1782;0;1;2;29,95
471;2021-04-26 15:20:17;1274;1;1;1;29,95
472;2021-04-26 15:22:07;1843;0;1;1;54,95
473;2021-04-26 16:16:05;1584;0;1;1;54,95
474;2021-04-26 16:49:32;857;1;1;1;29,95
475;2021-04-26 16:54:56;1276;0;1;1;54,95
476;2021-04-26 17:32:22;1107;1;1;2;54,95
477;2021-04-26 17:39:51;246;0;1;2;29,95
478;2021-04-26 17:43:35;244;1;1;2;29,95
479;2021-04-26 18:50:46;832;0;1;1;29,95
480;2021-04-26 21:35:52;1390;1;1;1;29,95
481;2021-04-26 21:48:32;1480;1;1;1;29,95
482;2021-04-27 04:36:20;1465;1;1;2;29,95
483;2021-04-27 04:57:37;173;0;1;2;29,95
484;2021-04-27 08:05:01;423;0;1;1;29,95
485;2021-04-27 13:59:42;1155;0;1;1;29,95
486;2021-04-27 14:05:31;273;0;1;1;29,95
487;2021-04-27 18:55:00;675;0;1;1;29,95
488;2021-04-27 19:10:44;489;0;1;1;54,95
489;2021-04-27 19:23:48;1811;0;1;2;29,95
490;2021-04-27 20:37:01;28;0;1;1;54,95
491;2021-04-27 21:08:57;1226;1;1;2;54,95
492;2021-04-27 22:04:47;1609;1;1;2;29,95
493;2021-04-27 22:37:42;1750;1;1;1;54,95
494;2021-04-28 00:13:18;406;1;1;2;29,95
495;2021-04-28 03:18:54;1592;1;1;1;29,95
496;2021-04-28 05:12:22;1128;1;1;1;29,95
497;2021-04-28 07:49:45;599;1;1;1;54,95
498;2021-04-28 15:14:54;1005;0;1;2;29,95
499;2021-04-28 16:49:38;775;1;1;1;29,95
500;2021-04-28 17:54:55;881;1;1;1;29,95
501;2021-04-28 21:54:27;1242;0;1;1;54,95
502;2021-04-29 00:06:28;1656;1;1;1;29,95
503;2021-04-29 06:20:43;1713;1;1;1;29,95
504;2021-04-29 07:47:31;1981;0;1;1;29,95
505;2021-04-29 08:13:00;1876;1;1;1;29,95
506;2021-04-29 09:26:56;117;0;1;1;29,95
